age,income,score,height,weight,category,city,education,description,comments,registration_date,last_activity,is_active,has_subscription
34,35040.600203470196,2.9071380343953734,186.34134993488868,53.44543193125903,B,New York,PhD,This is sample text description 142 with various content,Comment 142: Some feedback about the product or service,2024-11-16,2025-06-11 01:26:47,True,False
25,7223.993703813692,16.688511785487094,148.56632675862642,72.0344801316393,A,Houston,High School,This is sample text description 143 with various content,Comment 143: Some feedback about the product or service,2024-12-23,2025-06-20 01:26:47,False,True
52,89940.16313685892,18.131927992550523,168.17098342884782,85.16053246879166,C,Los Angeles,High School,This is sample text description 144 with various content,Comment 144: Some feedback about the product or service,2024-07-22,2025-06-16 01:26:47,True,False
52,89679.84255369869,38.76735947503942,150.3489942564641,81.23565916789059,A,Houston,PhD,This is sample text description 145 with various content,Comment 145: Some feedback about the product or service,2025-06-06,2025-06-20 01:26:47,True,False
50,62532.321350659695,40.2327124686556,145.64936310227176,76.93019964893926,B,Houston,Bachelor,This is sample text description 146 with various content,Comment 146: Some feedback about the product or service,2024-07-12,2025-06-30 01:26:47,True,False
76,29747.63858173937,87.42624706102377,171.44093047607478,67.44659662612385,A,Houston,Bachelor,This is sample text description 147 with various content,Comment 147: Some feedback about the product or service,2024-08-02,2025-07-01 01:26:47,True,False
22,97797.56544436648,51.010971249882516,166.0084820714964,95.90955887592936,B,New York,Bachelor,This is sample text description 148 with various content,Comment 148: Some feedback about the product or service,2024-08-09,2025-06-15 01:26:47,True,False
59,37911.71043736576,72.34047656122863,172.99850951770748,73.3128830868919,D,New York,Bachelor,This is sample text description 149 with various content,Comment 149: Some feedback about the product or service,2024-08-24,2025-07-02 01:26:47,True,False
56,45735.85746189672,10.413735792028744,174.86127690087315,62.275611110189644,A,Los Angeles,PhD,This is sample text description 150 with various content,Comment 150: Some feedback about the product or service,2024-09-13,2025-07-04 01:26:47,True,False
75,53190.66811461445,22.543875546369385,182.4789595810792,83.06613593268393,A,Houston,High School,This is sample text description 151 with various content,Comment 151: Some feedback about the product or service,2024-08-10,2025-06-08 01:26:47,False,True
58,59030.31884037939,70.29434409786768,170.5392042530578,71.44087962927131,B,New York,Master,This is sample text description 152 with various content,Comment 152: Some feedback about the product or service,2024-11-28,2025-06-30 01:26:47,True,False
45,62876.052034086366,5.280396046852809,199.2335561731909,75.24696590880434,C,Los Angeles,Master,This is sample text description 153 with various content,Comment 153: Some feedback about the product or service,2025-02-09,2025-06-27 01:26:47,True,True
24,63679.23274948902,48.65976622437531,173.06409854985213,73.04723802386812,B,Los Angeles,High School,This is sample text description 154 with various content,Comment 154: Some feedback about the product or service,2024-10-20,2025-06-08 01:26:47,True,True
26,47109.51829292191,59.936896566293385,188.4247904456721,77.45163360650365,A,Houston,PhD,This is sample text description 155 with various content,Comment 155: Some feedback about the product or service,2024-09-17,2025-06-19 01:26:47,True,False
25,63362.019035134246,60.214564405248105,146.67162199475752,55.3231561990119,D,Chicago,Master,This is sample text description 156 with various content,Comment 156: Some feedback about the product or service,2024-09-10,2025-06-22 01:26:47,True,False
29,46215.846810086456,2.293281126804203,183.49739529550624,48.233404192449875,B,Houston,High School,This is sample text description 157 with various content,Comment 157: Some feedback about the product or service,2025-02-13,2025-06-29 01:26:47,True,True
51,61586.06873744441,32.21080042291855,168.1923951020444,91.51199084850376,A,Chicago,PhD,This is sample text description 158 with various content,Comment 158: Some feedback about the product or service,2024-11-13,2025-06-14 01:26:47,True,False
50,59945.8355566155,63.6490651049154,150.5165274057273,73.74376842683753,A,Los Angeles,Master,This is sample text description 159 with various content,Comment 159: Some feedback about the product or service,2025-03-13,2025-06-17 01:26:47,True,True
65,65256.94581596242,14.899973614924345,174.2054510922812,81.56270916112868,B,New York,Bachelor,This is sample text description 160 with various content,Comment 160: Some feedback about the product or service,2024-07-06,2025-07-05 01:26:47,True,False
72,62759.33398041931,69.54156483280532,166.97044462015683,43.60361169733561,A,Phoenix,Bachelor,This is sample text description 161 with various content,Comment 161: Some feedback about the product or service,2025-04-07,2025-06-07 01:26:47,False,False
40,41151.352501774054,74.59252088136745,175.80053248448144,86.00024663071754,A,Los Angeles,PhD,This is sample text description 162 with various content,Comment 162: Some feedback about the product or service,2024-12-10,2025-06-16 01:26:47,True,False
79,59174.203431180256,98.19691904461453,180.11076457551079,62.177715319663484,C,New York,,This is sample text description 163 with various content,Comment 163: Some feedback about the product or service,2025-01-23,2025-06-06 01:26:47,True,False
41,63067.994758297726,20.984199485640943,155.10849883238404,57.90672749786433,A,Los Angeles,PhD,This is sample text description 164 with various content,Comment 164: Some feedback about the product or service,2025-04-13,2025-06-11 01:26:47,False,True
54,24177.51222102588,82.51306676661152,180.14918982455157,69.0494024855202,C,Houston,High School,This is sample text description 165 with various content,Comment 165: Some feedback about the product or service,2025-04-20,2025-06-21 01:26:47,True,False
52,,52.0296576918654,170.06479484220716,55.33029684186213,A,Chicago,High School,This is sample text description 166 with various content,Comment 166: Some feedback about the product or service,2025-01-26,2025-06-18 01:26:47,True,True
61,62162.27782436667,37.34625961441734,183.52841174693273,69.97402452661589,C,Los Angeles,Master,This is sample text description 167 with various content,Comment 167: Some feedback about the product or service,2025-07-01,2025-07-03 01:26:47,True,False
57,84185.84989459244,12.237675732517793,167.94851771002132,67.9549247947827,C,New York,PhD,This is sample text description 168 with various content,Comment 168: Some feedback about the product or service,2025-04-19,2025-06-18 01:26:47,True,False
39,66498.00372257468,73.55056064875376,165.2959110746858,85.90593857850824,A,Houston,Master,This is sample text description 169 with various content,Comment 169: Some feedback about the product or service,2025-04-06,2025-06-06 01:26:47,True,False
44,85447.55973955191,23.585759914368708,170.27054040688952,92.70016753209205,B,Phoenix,Master,This is sample text description 170 with various content,Comment 170: Some feedback about the product or service,2025-04-10,2025-07-04 01:26:47,True,True
52,42032.53219646103,37.142200187304574,171.01860706379853,92.22273689262374,A,Houston,High School,This is sample text description 171 with various content,Comment 171: Some feedback about the product or service,2024-10-09,2025-06-26 01:26:47,False,True
18,55003.80984495286,6.254222689736844,163.37215198508264,36.03227530905826,C,Chicago,Master,This is sample text description 172 with various content,Comment 172: Some feedback about the product or service,2025-03-24,2025-06-25 01:26:47,False,True
52,,80.13669158195191,165.03695269044715,55.972497552350724,C,Houston,Bachelor,This is sample text description 173 with various content,Comment 173: Some feedback about the product or service,2024-08-01,2025-06-09 01:26:47,True,False
54,3472.9657300044637,76.65885239716434,157.7312446548621,35.87669854266457,B,Phoenix,Master,This is sample text description 174 with various content,Comment 174: Some feedback about the product or service,2025-01-12,2025-06-12 01:26:47,True,False
64,80216.06436229052,73.36158300423125,165.65354910209805,52.096865883474536,B,New York,PhD,This is sample text description 175 with various content,Comment 175: Some feedback about the product or service,2025-05-13,2025-07-03 01:26:47,True,True
31,12781.802382907073,29.94435104918867,176.7631005999758,60.25722683644253,A,Los Angeles,Bachelor,This is sample text description 176 with various content,Comment 176: Some feedback about the product or service,2024-12-07,2025-06-29 01:26:47,True,False
20,69938.80136556807,17.348007426595725,168.62645826093856,76.15842422840416,C,Chicago,High School,This is sample text description 177 with various content,Comment 177: Some feedback about the product or service,2025-04-02,2025-06-28 01:26:47,True,False
18,63736.635810852924,63.75532644702297,180.09065296047328,62.20100148261189,A,Phoenix,PhD,This is sample text description 178 with various content,Comment 178: Some feedback about the product or service,2024-11-25,2025-06-17 01:26:47,True,True
22,3208.139949702272,49.616638411321944,168.14570532346926,62.61894893577031,A,Chicago,Bachelor,This is sample text description 179 with various content,Comment 179: Some feedback about the product or service,2025-06-27,2025-06-18 01:26:47,True,False
43,,17.82524669046416,155.68482002276687,72.72647024799645,B,Houston,PhD,This is sample text description 180 with various content,Comment 180: Some feedback about the product or service,2025-05-14,2025-06-23 01:26:47,True,False
72,78649.63834905012,68.59112710498637,175.97274887556583,44.360355321882835,A,Chicago,Bachelor,This is sample text description 181 with various content,Comment 181: Some feedback about the product or service,2025-04-20,2025-06-23 01:26:47,False,False
31,74294.44119373096,99.11264318213037,163.26376858966597,57.42110270554204,C,Phoenix,PhD,This is sample text description 182 with various content,Comment 182: Some feedback about the product or service,2024-12-12,2025-06-12 01:26:47,True,True
